idMso	Exists in Office PowerPoint 2010	Type in Office PowerPoint 2010	Label in Office PowerPoint 2010	Exists in Office PowerPoint 2013	Type in Office PowerPoint 2013	Label in Office PowerPoint 2013
SlideShowClearAllSlidesNarrations	1	button	Clear Narrations on All Slides	1	button	Clear Narrations on All Slides
SlideShowClearAllSlidesTimings	1	button	Clear Timings on All Slides	1	button	Clear Timings on All Slides
SlideShowClearCurrentSlideNarration	1	button	Clear Narration on Current Slide	1	button	Clear Narration on Current Slide
SlideShowClearCurrentSlideTiming	1	button	Clear Timing on Current Slide	1	button	Clear Timing on Current Slide
SlideShowClearMenu	0			1	menu	Clear
SlideShowCustom	1	button	Custom Slide Show	1	button	Custom Slide Show
SlideShowCustomMenu	1	menu	Custom Slide Show	1	menu	Custom Slide Show
SlideShowFromBeginning	1	button	From Beginning	1	button	From Beginning
SlideShowFromCurrent	1	button	From Current Slide	1	button	From Current Slide
SlideShowInAWindow	1	button	Slide Show in a Window	1	button	Slide Show in a Window
SlideShowNextSlide	1	button	Next	1	button	Next
SlideShowPlayNarrations	1	checkBox	Play Narrations	1	checkBox	Play Narrations
SlideShowPreviousSlide	1	button	Previous	1	button	Previous
SlideShowRehearseTimings	1	button	Rehearse Timings	1	button	Rehearse Timings
SlideShowResolutionGallery	1	dropDown	Resolution	1	dropDown	Resolution
SlideShowResumeShow	1	button	Resume Slide Show	1	button	Resume Slide Show
SlideShowSetUpDialog	1	button	Set Up Slide Show	1	button	Set Up Slide Show
SlideShowShowPresentationOnGallery	1	dropDown	Show On	1	dropDown	Monitor
SlideShowUsePresenterView	1	checkBox	Use Presenter View	1	checkBox	Use Presenter View
SlideShowUseRehearsedTimings	1	checkBox	Use Timings	1	checkBox	Use Timings
SlideShowVolume	1	gallery	Slide Show Volume	1	gallery	Slide Show Volume
SlideSyncMenu	0			1	menu	Check for Updates
SlideThemesGallery	1	gallery	Themes	1	gallery	Themes
SlideTransitionApplyToAll	1	button	Apply To All	1	button	Apply To All
SlideTransitionAutomaticallyAfter	1	checkBox	After	1	checkBox	After
SlideTransitionOnMouseClick	1	checkBox	On Mouse Click	1	checkBox	On Mouse Click
SlidesFromOutline	1	button	Slides from Outline	1	button	Slides from Outline
SlidesPerPage1Slide	1	toggleButton	1 Slide	1	toggleButton	1 Slide
SlidesPerPage2Slides	1	toggleButton	2 Slides	1	toggleButton	2 Slides
SlidesPerPage3Slides	1	toggleButton	3 Slides	1	toggleButton	3 Slides
SlidesPerPage4Slides	1	toggleButton	4 Slides	1	toggleButton	4 Slides
SlidesPerPage6Slides	1	toggleButton	6 Slides	1	toggleButton	6 Slides
SlidesPerPage9Slides	1	toggleButton	9 Slides	1	toggleButton	9 Slides
SlidesPerPageGallery	1	menu	Slides Per Page	1	menu	Slides Per Page
SlidesPerPageSlideOutline	1	toggleButton	Slide Outline	1	toggleButton	Slide Outline
SlidesReuseSlides	1	toggleButton	Reuse Slides	1	toggleButton	Reuse Slides
SlideshowBroadcastMenu	0			1	splitButton	Present Online
SmartArtAddAssistant	1	button	Add Assistant	1	button	Add Assistant
SmartArtAddBullet	1	button	Add Bullet	1	button	Add Bullet
SmartArtAddShape	1	button	Add Shape	1	button	Add Shape
SmartArtAddShapeAbove	1	button	Add Shape Above	1	button	Add Shape Above
SmartArtAddShapeAfter	1	button	Add Shape After	1	button	Add Shape After
SmartArtAddShapeBefore	1	button	Add Shape Before	1	button	Add Shape Before
SmartArtAddShapeBelow	1	button	Add Shape Below	1	button	Add Shape Below
SmartArtAddShapeMenu	1	menu	Add Shape	1	menu	Add Shape
SmartArtAddShapeSplitMenu	1	splitButton	Add Shape Options	1	splitButton	Add Shape Options
SmartArtChangeColorsGallery	1	gallery	Change Colors	1	gallery	Change Colors
SmartArtChangeLayout	1	button	Change Layout	1	button	Change Layout
SmartArtConvedrtToText	0			1	button	Convert to Text
SmartArtConvertToShapes	0			1	button	Convert to Shapes
SmartArtDemote	1	button	Demote	1	button	Demote
SmartArtEditIn2D	1	toggleButton	Edit in 2-D	1	toggleButton	Edit in 2-D
SmartArtInsert	1	button	SmartArt	1	button	SmartArt
SmartArtLargerShape	1	button	Larger	1	button	Larger
SmartArtLayoutGallery	1	gallery	Change Layout	1	gallery	Change Layout
SmartArtMoreLayoutsDialog	1	button	More Layouts	1	button	More Layouts
SmartArtOrganizationChartBoth	1	button	Both	1	button	Both
SmartArtOrganizationChartLeftHanging	1	button	Left Hanging	1	button	Left Hanging
SmartArtOrganizationChartMenu	1	menu	Layout	1	menu	Layout
SmartArtOrganizationChartRightHanging	1	button	Right Hanging	1	button	Right Hanging
SmartArtOrganizationChartStandard	1	button	Standard	1	button	Standard
SmartArtPromote	1	button	Promote	1	button	Promote
SmartArtRecolorImages	1	toggleButton	Recolor Pictures in SmartArt Diagram	1	toggleButton	Recolor Pictures in SmartArt Graphic
SmartArtReorderDown	1	button	Reorder Down	1	button	Move Down
SmartArtReorderUp	1	button	Reorder Up	1	button	Move Up
SmartArtResetGraphic	1	button	Reset Graphic	1	button	Reset Graphic
SmartArtResetShape	1	button	Reset Shape	1	button	Reset Shape
SmartArtRightToLeft	1	toggleButton	Right to Left	1	toggleButton	Right to Left
SmartArtSmallerShape	1	button	Smaller	1	button	Smaller
SmartArtStylesGallery	1	gallery	Quick Styles	1	gallery	Quick Styles
SmartArtTextPane	1	toggleButton	Text Pane	1	toggleButton	Text Pane
SmartTagOptions	0			1	button	Options
SmoothVertex	1	toggleButton	Smooth Point	1	toggleButton	Smooth Point
SnapToGrid	1	toggleButton	Snap to Grid	1	toggleButton	Snap to Grid
SnapToShapes	1	toggleButton	Snap to Shape	1	toggleButton	Snap to Shape
SoftEdgesMoreOptions	0			1	button	Soft Edges Options
SoftEdgesOptionsDialog	1	button	Soft Edges Options	0
SoundInsertFromClipOrganizer	1	button	Audio from Clip Organizer	1	button	Online Audio
SoundInsertFromFile	1	button	Audio from File	1	button	Audio on My PC
SoundInsertMenu	1	splitButton	Audio	1	splitButton	Audio
SoundInsertMenu02	0			1	menu	Audio
SoundMaximumFileSize	1	control	Max Sound File Size (KB)	1	control	Max Sound File Size (KB)
SoundPlaySoundGallery	1	dropDown	Play Audio	1	dropDown	Play Audio
SoundRecord	1	button	Record Audio	1	button	Record Audio
Spelling	1	button	Spelling	1	button	Spelling
SpinnerAudioFadeIn	1	control	Fade In	0
SpinnerAudioFadeOut	1	control	Fade Out	0
SpinnerVideoFadeIn	1	control	Fade In	0
SpinnerVideoFadeOut	1	control	Fade Out	0
SplitCells	1	button	Split Cells	1	button	Split Cells
StartAudioGallery	1	dropDown	Start	0
StartInking	1	button	Start Inking	0
StartVideoGallery	1	dropDown	Start	0
StraightVertex	1	toggleButton	Straight Point	1	toggleButton	Straight Point
Strikethrough	1	toggleButton	Strikethrough	1	toggleButton	Strikethrough
Subscript	1	toggleButton	Subscript	1	toggleButton	Subscript
SubtractShapes	1	button	Subtract	0
Superscript	1	toggleButton	Superscript	1	toggleButton	Superscript
SymbolInsert	1	button	Symbol	1	button	Symbol
TabAddIns	1	tab	Add-Ins	1	tab	Add-Ins
TabAnimations	1	tab	Animations	1	tab	Animations
TabAudioToolsEdit	1	tab	Edit	1	tab	Playback
TabAudioToolsFormat	1	tab	Format	1	tab	Format
TabBackgroundRemoval	1	tab	Background Removal	1	tab	Background Removal
TabBlackAndWhite	1	tab	Black And White	1	tab	Black And White
TabBroadcastPresentation	1	tab	Broadcast	1	tab	Present Online
TabCDAudioToolsOptions	1	tab	Options	1	tab	Options
TabChartToolsDesign	1	tab	Design	1	tab	Design
TabChartToolsDesignNew	0			1	tab	Design
TabChartToolsFormat	1	tab	Format	1	tab	Format
TabChartToolsFormatNew	0			1	tab	Format
TabChartToolsLayout	1	tab	Layout	1	tab	Layout
TabDesign	1	tab	Design	1	tab	Design
TabDeveloper	1	tab	Developer	1	tab	Developer
TabDrawingToolsFormat	1	tab	Format	1	tab	Format
TabEquationToolsDesign	1	tab	Design	1	tab	Design
TabGrayscale	1	tab	Grayscale	1	tab	Grayscale
TabHandoutMaster	1	tab	Handout Master	1	tab	Handout Master
TabHelp	0			1	tab	Account
TabHome	1	tab	Home	1	tab	Home
TabInfo	0			1	tab	Info
TabInkToolsPens	1	tab	Pens	1	tab	Pens
TabInsert	1	tab	Insert	1	tab	Insert
TabMerge	1	tab	Merge	1	tab	Merge
TabMovieToolsOptions	1	tab	Options	1	tab	Options
TabNotesMaster	1	tab	Notes Master	1	tab	Notes Master
TabOfficeStart	0			1	tab	New
TabPictureToolsFormat	1	tab	Format	1	tab	Format
TabPrint	0			1	tab	Print Preview
TabPrintPreview	1	tab	Print Preview	1	tab	Print Preview
TabPublish	0			1	tab	Publish
TabRecent	0			1	tab	Open
TabReview	1	tab	Review	1	tab	Review
TabSave	0			1	tab	Save As
TabSetAudioTools	1	tabSet	Audio Tools	1	tabSet	Audio Tools
TabSetCDAudioTools	1	tabSet	CD Audio Tools	1	tabSet	CD Audio Tools
TabSetChartTools	1	tabSet	Chart Tools	1	tabSet	Chart Tools
TabSetDrawingTools	1	tabSet	Drawing Tools	1	tabSet	Drawing Tools
TabSetEquationTools	1	tabSet	Equation Tools	1	tabSet	Equation Tools
TabSetInkTools	1	tabSet	Ink Tools	1	tabSet	Ink Tools
TabSetMovieTools	1	tabSet	Video Tools	1	tabSet	Video Tools
TabSetPictureTools	1	tabSet	Picture Tools	1	tabSet	Picture Tools
TabSetSmartArtTools	1	tabSet	SmartArt Tools	1	tabSet	SmartArt Tools
TabSetSoundTools	1	tabSet	Audio Tools	1	tabSet	Audio Tools
TabSetTableTools	1	tabSet	Table Tools	1	tabSet	Table Tools
TabSetVideoTools	1	tabSet	Video Tools	1	tabSet	Video Tools
TabShare	0			1	tab	Share
TabSlideMaster	1	tab	Slide Master	1	tab	Slide Master
TabSlideMasterHome	1	tab	Home	1	tab	Home
TabSlideShow	1	tab	Slide Show	1	tab	Slide Show
TabSmartArtToolsDesign	1	tab	Design	1	tab	Design
TabSmartArtToolsFormat	1	tab	Format	1	tab	Format
TabSoundToolsOptions	1	tab	Options	1	tab	Options
TabTableToolsDesign	1	tab	Design	1	tab	Design
TabTableToolsLayout	1	tab	Layout	1	tab	Layout
TabTransitions	1	tab	Transitions	1	tab	Transitions
TabVideoToolsDesign	1	tab	Format	1	tab	Format
TabVideoToolsEdit	1	tab	Edit	1	tab	Playback
TabView	1	tab	View	1	tab	View
TableBackgroundGallery	1	gallery	Table Background	1	gallery	Table Background
TableBackgroundPictureFill	1	button	Picture	1	button	Picture
TableBorderColorMoreColorsDialog	1	button	More Border Colors	1	button	More Border Colors
TableBorderPenColorPicker	1	gallery	Pen Color	1	gallery	Pen Color
TableBordersMenu	1	splitButton	Borders	1	splitButton	Borders
TableCellAlignBottom	1	toggleButton	Align Bottom	1	toggleButton	Align Bottom
TableCellAlignCenterVertically	1	toggleButton	Center Vertically	1	toggleButton	Center Vertically
TableCellAlignTop	1	toggleButton	Align Top	1	toggleButton	Align Top
TableCellCustomMarginsDialog	1	button	Custom Margins	1	button	Custom Margins
TableCellMarginsGallery	1	gallery	Cell Margins	1	gallery	Cell Margins
TableColumnSelect	1	button	Select Column	1	button	Select Column
TableColumnWidth	1	control	Width	1	control	Width
TableColumnsDistribute	1	button	Distribute Columns	1	button	Distribute Columns
TableColumnsGallery	1	gallery	Columns	1	gallery	Columns
TableDelete	1	button	Delete Table	1	button	Delete Table
TableDeleteColumns	1	button	Delete Columns	1	button	Delete Columns
TableDeleteRows	1	button	Delete Rows	1	button	Delete Rows
TableDeleteRowsAndColumnsMenuWord	1	menu	Delete	1	menu	Delete
TableDrawBorderPenStyle	1	dropDown	Pen Style	1	dropDown	Pen Style
TableDrawBorderPenWeight	1	dropDown	Pen Weight	1	dropDown	Pen Weight
TableDrawTable	1	toggleButton	Draw Table	1	toggleButton	Draw Table
TableEffectsCellBevelGallery	1	gallery	Cell Bevel	1	gallery	Cell Bevel
TableEffectsMenu	1	menu	Effects	1	menu	Effects
TableEraser	1	toggleButton	Eraser	1	toggleButton	Eraser
TableFillColorMoreColorsDialog	1	button	More Fill Colors	1	button	More Fill Colors
TableHeight	1	control	Height	1	control	Height
TableInsert	1	button	Insert Table	1	button	Insert Table
TableInsertColumnsLeft	1	button	Insert Left	1	button	Insert Left
TableInsertColumnsRight	1	button	Insert Right	1	button	Insert Right
TableInsertDialog	1	button	Table	1	button	Table
TableInsertGallery	1	gallery	Table	1	gallery	Table
TableInsertRowsAbove	1	button	Insert Above	1	button	Insert Above
TableInsertRowsBelow	1	button	Insert Below	1	button	Insert Below
TableLockAspectRatio	1	checkBox	Lock Aspect Ratio	1	checkBox	Lock Aspect Ratio
TableRowHeight	1	control	Height	1	control	Height
TableRowSelect	1	button	Select Row	1	button	Select Row
TableRowsDistribute	1	button	Distribute Rows	1	button	Distribute Rows
TableSelect	1	button	Select Table	1	button	Select Table
TableSelectMenuPowerPoint	1	menu	Select	1	menu	Select
TableSetLeftToRight	1	toggleButton	Set Left-to-Right Table	1	toggleButton	Set Left-to-Right Table
TableSetRightToLeft	1	toggleButton	Set Right-to-Left Table	1	toggleButton	Set Right-to-Left Table
TableShowGridlines	1	toggleButton	View Gridlines	1	toggleButton	View Gridlines
TableStyleBandedColumnsPowerPoint	1	checkBox	Banded Columns	1	checkBox	Banded Columns
TableStyleBandedRowsPowerPoint	1	checkBox	Banded Rows	1	checkBox	Banded Rows
TableStyleClearTable	1	button	Clear Table	1	button	Clear Table
TableStyleFirstColumnPowerPoint	1	checkBox	First Column	1	checkBox	First Column
TableStyleFirstRowPowerPoint	1	checkBox	Header Row	1	checkBox	Header Row
TableStyleLastColumnPowerPoint	1	checkBox	Last Column	1	checkBox	Last Column
TableStyleTotalRowPowerPoint	1	checkBox	Total Row	1	checkBox	Total Row
TableStylesGallery	1	gallery	Table Styles	1	gallery	Table Styles
TableTextStylesGallery	0			1	gallery	Quick Styles
TableWidth	1	control	Width	1	control	Width
TextAlignGallery	1	gallery	Align Text	1	gallery	Align Text
TextAlignMoreOptionsDialog	1	button	More Options	1	button	More Options
TextBoxInsert	1	toggleButton	Text Box	1	toggleButton	Text Box
TextBoxInsertHorizontal	1	toggleButton	Horizontal Text Box	1	toggleButton	Horizontal Text Box
TextBoxInsertMenu	1	splitButton	Text Box	1	splitButton	Text Box
TextBoxInsertVertical	1	toggleButton	Vertical Text Box	1	toggleButton	Vertical Text Box
TextDirectionGallery	1	gallery	Text Direction	1	gallery	Text Direction
TextDirectionLeftToRight	1	toggleButton	Left-to-Right	1	toggleButton	Left-to-Right
TextDirectionMoreOptionsDialog	1	button	More Options	1	button	More Options
TextDirectionRightToLeft	1	toggleButton	Right-to-Left	1	toggleButton	Right-to-Left
TextEditModeExit	1	button	Exit Edit Text	1	button	Exit Edit Text
TextEffectGlowGallery	1	gallery	Glow	1	gallery	Glow
TextEffectShadowGallery	1	gallery	Shadow	1	gallery	Shadow
TextEffectTransformGallery	1	gallery	Transform	1	gallery	Transform
TextEffects3DRotationGallery	1	gallery	3-D Rotation	1	gallery	3-D Rotation
TextEffects3DRotationOptionsDialog	1	button	3-D Rotation Options	1	button	3-D Rotation Options
TextEffectsBevelMore3DOptionsDialog	1	button	3-D Options	1	button	3-D Options
TextEffectsGlowsMoreOptions	0			1	button	Glow Options
TextEffectsMenu	1	menu	Text Effects	1	menu	Text Effects
TextEffectsMoreGlowsDialog	1	button	Glow Options	0
TextEffectsMoreReflectionsDialog	1	button	Reflection Options	0
TextEffectsMoreShadowsDialog	1	button	Shadow Options	1	button	Shadow Options
TextEffectsReflectionsMoreOptions	0			1	button	Reflection Options
TextFillColorMoreColorsDialog	1	button	More Fill Colors	1	button	More Fill Colors
TextFillColorPicker	1	gallery	Text Fill	1	gallery	Text Fill
TextFillGradientGallery	1	gallery	Gradient	1	gallery	Gradient
TextFillMoreGradientsDialog	1	button	More Gradients	1	button	More Gradients
TextFillMoreTextures	1	button	More Textures	1	button	More Textures
TextFillTextureGallery	1	gallery	Texture	1	gallery	Texture
TextGlowColorMoreColorsDialog	1	button	More Colors	1	button	More Colors
TextGlowColorPicker	1	gallery	More Glow Colors	1	gallery	More Glow Colors
TextOutlineColorMoreColorsDialog	1	button	More Outline Colors	1	button	More Outline Colors
TextOutlineColorPicker	1	gallery	Text Outline	1	gallery	Text Outline
TextOutlineDashesGallery	1	gallery	Dashes	1	gallery	Dashes
TextOutlineMoreLinesDialog	1	button	More Lines	1	button	More Lines
TextOutlineWeightGallery	1	gallery	Weight	1	gallery	Weight
TextPictureFill	1	button	Picture	1	button	Picture
TextReflectionGallery	1	gallery	Reflection	1	gallery	Reflection
TextStylesGallery	1	gallery	Quick Styles	1	gallery	Quick Styles
ThemeBrowseForThemesPowerPoint	1	button	Browse for Themes	1	button	Browse for Themes
ThemeColorsCreateNew	1	button	Create New Theme Colors	1	button	Customize Colors
ThemeColorsGallery	1	gallery	Colors	1	gallery	Colors
ThemeColorsReset	1	button	Reset Slide Theme Colors	1	button	Reset Slide Theme Colors
ThemeEffectsGallery	1	gallery	Effects	1	gallery	Effects
ThemeFontsCreateNew	1	button	Create New Theme Fonts	1	button	Customize Fonts
ThemeFontsGallery	1	gallery	Fonts	1	gallery	Fonts
ThemeSaveCurrentPowerPoint	1	button	Save Current Theme	1	button	Save Current Theme
ThemeSearchOfficeOnlinePowerPoint	1	button	Enable Content Updates from Office Online	1	button	Enable Content Updates from Office.com
ThemeVariantsGallery	0			1	gallery	Variants
Thesaurus	1	button	Thesaurus	1	button	Thesaurus
ThirdCorrectionAlternative	0			1	button	(No Suggestion)
TogglePointerMode	0			1	toggleButton	Touch Mode
TransitionDuration	1	control	Duration	1	control	Duration
TransitionPreview	1	button	Preview	1	button	Preview
TransitionSoundLoopUntilNextSound	1	toggleButton	Loop Until Next Sound	1	toggleButton	Loop Until Next Sound
TransitionTimeAutomaticallyAfter	1	control	After	1	control	After
Translate	1	button	Translate	1	button	Translate
TranslateMenu	0			1	menu	Translate
TranslateRibbonMenu	1	menu	Translate	0
TranslateSelected	0			1	button	Translate
TranslateToSimplifiedChinese	1	button	Simplified	1	button	Simplified
TranslateToTraditionalChinese	1	button	Traditional	1	button	Traditional
TranslationLanguageOptions	0			1	button	Choose Translation Language
Underline	1	toggleButton	Underline	1	toggleButton	Underline
Undo	1	gallery	Undo	1	gallery	Undo
UpgradeDocument	0			1	button	Convert
UpgradePresentation	1	button	Convert	1	button	Convert
UsagePermissions	0			1	button	View Permission
VideoBookmarkAdd	0			1	button	Add Bookmark
VideoBookmarkRemove	0			1	button	Remove Bookmark
VideoBorderGallery	0			1	gallery	Picture Border
VideoColorDialog	0			1	button	Picture Color Options
VideoColorMenu	0			1	menu	Color
VideoCorrectionsDialog	0			1	button	Picture Corrections Options
VideoCorrectionsMenu	0			1	menu	Corrections
VideoCrop	0			1	toggleButton	Crop
VideoDesignResetAndSize	0			1	button	Reset Design & Size
VideoDesignResetSplitButton	0			1	splitButton	Reset Design
VideoEffectsGallery	1	menu	Video Effects	1	menu	Video Effects
VideoFadeInTime	0			1	control	Fade In
VideoFadeOutTime	0			1	control	Fade Out
VideoHeight	0			1	control	Height
VideoInsert	0			1	button	Video on My PC
VideoInsertFromOnline	0			1	button	Video from Web Site
VideoPosterFrameCurrent	1	button	Use Current Frame	1	button	Current Frame
VideoPosterFrameFromFile	1	button	Image from File	1	button	Image from File
VideoPosterFrameGallery	1	splitButton	Set Poster Frame	1	menu	Poster Frame
VideoPosterFrameReset	1	button	Reset	1	button	Reset
VideoShapeGallery	0			1	gallery	Change Shape
VideoStartGallery	0			1	dropDown	Start
VideoStylesGallery	1	gallery	Video Styles	1	gallery	Video Styles
VideoToolsDesignReset	1	button	Reset Design	1	button	Reset Design
VideoToolsTrim	1	button	Trim Video	1	button	Trim Video
VideoVolumeGallery	1	gallery	Volume	1	gallery	Volume
VideoWidth	0			1	control	Width
ViewBackToColorView	1	toggleButton	Back To Color View	1	toggleButton	Back To Color View
ViewDirectionLeftToRight	1	toggleButton	Left-to-Right	1	toggleButton	Left-to-Right
ViewDirectionMenu	1	menu	View Direction	1	menu	View Direction
ViewDirectionRightToLeft	1	toggleButton	Right-to-Left	1	toggleButton	Right-to-Left
ViewDisplayInColor	1	toggleButton	Color	1	toggleButton	Color
ViewDisplayInGrayscale	1	toggleButton	Grayscale	1	toggleButton	Grayscale
ViewDisplayInHighContrast	1	toggleButton	High Contrast	1	toggleButton	High Contrast
ViewDisplayInPureBlackAndWhite	1	toggleButton	Black and White	1	toggleButton	Black and White
ViewFullScreenView	1	button	Full Screen	1	button	Full Screen
ViewGridlinesPowerPoint	1	checkBox	View Gridlines	1	checkBox	View Gridlines
ViewGuides	1	checkBox	Guides	0
ViewHandoutMasterView	1	toggleButton	Handout Master	1	toggleButton	Handout Master
ViewMessageBar	1	checkBox	Message Bar	1	checkBox	Message Bar
ViewNormalViewPowerPoint	1	toggleButton	Normal	0
ViewNotesMasterView	1	toggleButton	Notes Master	1	toggleButton	Notes Master
ViewNotesPageView	1	toggleButton	Notes Page	1	toggleButton	Notes Page
ViewOutlineView	1	toggleButton	Outline	1	toggleButton	Outline
ViewOutlineViewPowerPoint	0			1	toggleButton	Outline View
ViewRulerPowerPoint	1	checkBox	Ruler	1	checkBox	Ruler
ViewSlideMasterView	1	toggleButton	Slide Master	1	toggleButton	Slide Master
ViewSlideShowReadingView	1	button	Reading View	1	button	Reading View
ViewSlideShowView	1	button	Slide Show	1	button	Slide Show
ViewSlideSorterView	1	toggleButton	Slide Sorter	1	toggleButton	Slide Sorter
ViewSlideView	1	toggleButton	Slide	1	toggleButton	Slide
ViewThumbnailViewPowerPoint	0			1	toggleButton	Normal
ViewVisualBasicCode	1	button	View Code	1	button	View Code
VisualBasic	1	button	Visual Basic	1	button	Visual Basic
WebGoBack	1	button	Back	1	button	Back
WebGoForward	1	button	Forward	1	button	Forward
WebOptionsDialog	1	button	Web Options	1	button	Web Options
WebPagePreview	1	button	Web Page Preview	1	button	Web Page Preview
WindowClose	1	button	Close	1	button	Close
WindowFitToPage	1	button	Fit to Page	1	button	Fit to Page
WindowMinimize	1	button	Minimize	1	button	Minimize
WindowMoreWindowsDialog	1	toggleButton	More Windows	1	toggleButton	More Windows
WindowMoveSplit	1	button	Move Split	1	button	Move Split
WindowNew	1	button	New Window	1	button	New Window
WindowRestore	1	button	Restore	1	button	Restore
WindowSwitchWindowsMenuPowerPoint	1	menu	Switch Windows	1	menu	Switch Windows
WindowsArrangeAll	1	button	Arrange All	1	button	Arrange All
WindowsCascade	1	button	Cascade	1	button	Cascade
WordArtClear	1	button	Clear WordArt	1	button	Clear WordArt
WordArtFormatDialog	1	button	Format Text Effects	1	button	Format Text Effects
WordArtInsertGallery	1	gallery	WordArt	1	gallery	WordArt
WordArtVerticalText	1	button	Vertical Text	1	button	Vertical Text
Workflow	0			1	category
WorkflowStart	0			1	task
WorkflowsUnavailable	0			1	task
ZoomClassic	1	gallery	Zoom	1	gallery	Zoom
ZoomDialog	1	button	Zoom	1	button	Zoom
ZoomFitToWindow	1	button	Fit to Window	1	button	Fit to Window
